user_id,timestamp,time_of_day_hour,day_of_week,location,current_activity,preceding_activity,productive_session_duration_minutes,time_since_productive_activity_minutes,stress_level,fatigue_level,notifications_last_30min,phone_unlocks_last_hour,last_app_category,ambient_noise_level,device_battery_level,recent_screen_time_today_minutes,is_weekend,weather_condition,fell_into_distraction,distraction_duration_minutes
user_1,2023-01-12 10:50:36,10,Thursday,home,break,studying,0.0,218.20452878823568,3,4,8,17,social_media,quiet,22,414,0,cloudy,1,31.47500560741491
user_1,2023-01-14 03:34:34,3,Saturday,home,break,social,0.0,670.4383833750226,4,5,4,8,social_media,moderate,98,207,1,sunny,1,34.111460236608785
user_1,2023-01-15 08:25:11,8,Sunday,cafe,social,break,0.0,132.6721703985098,3,1,2,17,messaging,loud,81,162,1,cloudy,0,0.0
user_1,2023-01-15 14:45:52,14,Sunday,school,studying,social,86.86336424593557,153.15938340944913,1,4,10,18,social_media,moderate,85,374,1,sunny,1,4.324470303741944
user_1,2023-01-16 03:09:31,3,Monday,school,entertainment,working,0.0,124.31144310620293,1,5,2,3,messaging,moderate,34,191,0,sunny,0,0.0
user_1,2023-01-16 20:40:55,20,Monday,school,studying,exercise,45.30904700104947,165.2653004534568,5,5,0,13,news,quiet,52,98,0,rainy,0,0.0
user_1,2023-01-17 03:47:05,3,Tuesday,gym,studying,working,74.20218480727907,142.89907173095247,2,2,10,9,social_media,quiet,1,103,0,sunny,1,17.911116379525097
user_1,2023-01-18 00:28:05,0,Wednesday,library,working,studying,61.84957743102194,293.35391542039633,2,1,3,12,productivity,loud,19,320,0,rainy,0,0.0
user_1,2023-01-18 08:55:42,8,Wednesday,home,working,studying,63.300455962186774,4.392492505302839,1,2,5,16,messaging,quiet,51,53,0,sunny,0,0.0
user_1,2023-01-18 22:12:42,22,Wednesday,school,working,social,42.88142164341264,10.705323478787674,5,4,2,7,entertainment,quiet,51,268,0,cloudy,0,0.0
user_1,2023-01-19 04:06:46,4,Thursday,gym,social,studying,0.0,3.0813131449769258,5,1,4,0,messaging,moderate,57,512,0,sunny,0,0.0
user_1,2023-01-20 14:12:23,14,Friday,school,studying,studying,102.44312394025266,65.28454386384617,4,2,2,4,social_media,moderate,85,284,0,sunny,0,0.0
user_1,2023-01-21 10:48:11,10,Saturday,home,studying,studying,80.64930521102293,2.077207223107795,2,5,6,3,games,loud,32,253,1,sunny,1,8.533486969534858
user_1,2023-01-22 03:06:13,3,Sunday,home,break,break,0.0,325.15152197419286,1,5,3,15,productivity,quiet,23,335,1,sunny,0,0.0
user_1,2023-01-23 05:11:26,5,Monday,school,studying,break,39.311952870286305,200.0506977669399,3,5,2,0,messaging,loud,32,167,0,cloudy,0,0.0
user_1,2023-01-24 04:27:54,4,Tuesday,park,studying,studying,64.08565884002658,137.86498470926006,1,2,7,9,games,quiet,89,417,0,sunny,0,0.0
user_1,2023-01-25 17:57:22,17,Wednesday,home,working,break,76.2572423767792,39.760063476808625,2,5,8,2,productivity,moderate,48,98,0,rainy,0,0.0
user_1,2023-01-26 19:11:24,19,Thursday,school,working,social,72.59257683847224,136.6739205577884,1,3,8,16,games,moderate,61,595,0,sunny,1,26.26998836284995
user_1,2023-01-26 20:41:29,20,Thursday,home,exercise,working,0.0,52.60295777494744,4,4,2,14,entertainment,loud,15,68,0,rainy,1,5.205341681192955
user_1,2023-01-27 02:04:42,2,Friday,home,break,social,0.0,439.1101299375791,2,5,2,10,social_media,quiet,74,587,0,rainy,1,17.47272423385991
user_1,2023-01-27 07:12:35,7,Friday,cafe,exercise,social,0.0,207.02230245702975,2,2,4,4,games,moderate,37,338,0,sunny,1,13.059203163698577
user_1,2023-01-27 09:52:11,9,Friday,cafe,exercise,studying,0.0,147.79466425718488,3,5,5,6,social_media,moderate,90,530,0,sunny,1,1.7682031195782038
user_1,2023-01-28 06:32:10,6,Saturday,school,studying,working,71.09385588447257,137.12253357011667,4,1,0,0,productivity,moderate,37,116,1,cloudy,0,0.0
user_1,2023-01-30 21:36:24,21,Monday,gym,studying,entertainment,74.66346729488704,310.26274086667223,4,5,3,2,news,quiet,18,531,0,sunny,0,0.0
user_2,2023-01-01 14:35:28,14,Sunday,park,studying,exercise,83.58880241442574,523.7130561864201,1,3,4,16,messaging,quiet,76,104,1,sunny,0,0.0
user_2,2023-01-01 18:23:23,18,Sunday,school,studying,studying,50.616486957905906,166.31249072518466,3,5,6,4,games,moderate,52,457,1,cloudy,1,7.118624109420285
user_2,2023-01-02 10:00:02,10,Monday,home,studying,studying,81.20893628220935,53.21045547565273,2,2,1,2,news,moderate,49,267,0,sunny,0,0.0
user_2,2023-01-02 20:39:35,20,Monday,cafe,entertainment,studying,0.0,3.504602571851362,5,5,1,10,messaging,moderate,50,102,0,sunny,0,0.0
user_2,2023-01-04 16:10:28,16,Wednesday,home,studying,working,90.82741993836365,11.449498223256729,2,4,8,5,productivity,moderate,96,334,0,cloudy,0,0.0
user_2,2023-01-05 10:38:54,10,Thursday,home,break,exercise,0.0,221.4886787355208,1,4,3,4,news,moderate,33,52,0,sunny,0,0.0
user_2,2023-01-06 01:51:01,1,Friday,home,studying,break,67.33196492193696,24.089562844137795,1,3,2,17,messaging,quiet,60,50,0,sunny,0,0.0
user_2,2023-01-06 08:45:56,8,Friday,home,studying,studying,41.2024042734529,91.73746372371262,4,2,1,16,news,quiet,77,72,0,cloudy,0,0.0
user_2,2023-01-06 18:12:42,18,Friday,home,working,break,63.6301395525462,514.4670449593317,2,4,6,13,games,quiet,87,385,0,sunny,1,20.643434105847636
user_2,2023-01-07 15:21:35,15,Saturday,home,studying,social,44.49536412664625,242.28286291210392,3,3,8,4,games,moderate,27,38,1,sunny,1,5.830871418842037
user_2,2023-01-07 15:47:58,15,Saturday,home,working,studying,86.86197636215459,78.37477676258399,4,2,7,7,social_media,quiet,82,553,1,sunny,1,5.006432703925558
user_2,2023-01-08 23:55:07,23,Sunday,home,break,break,0.0,32.495343450815994,5,4,10,8,messaging,loud,2,242,1,cloudy,1,0.2761639082560045
user_2,2023-01-10 03:47:47,3,Tuesday,school,entertainment,exercise,0.0,203.83956408434153,1,3,8,1,entertainment,loud,78,391,0,rainy,0,0.0
user_2,2023-01-10 22:22:38,22,Tuesday,school,social,studying,0.0,85.01819551736382,1,4,0,13,productivity,quiet,63,549,0,sunny,0,0.0
user_2,2023-01-11 16:50:18,16,Wednesday,school,studying,working,33.84685863632485,72.67526583899138,5,2,1,12,messaging,moderate,39,595,0,sunny,1,4.408332514401021
user_2,2023-01-11 17:54:39,17,Wednesday,school,social,break,0.0,318.3067257864937,4,4,1,13,games,moderate,74,136,0,sunny,1,3.4412316169038286
user_2,2023-01-13 01:41:32,1,Friday,home,exercise,social,0.0,190.32601332382418,4,3,4,4,entertainment,loud,4,378,0,sunny,1,15.066937516430395
user_2,2023-01-13 06:19:59,6,Friday,park,working,break,46.47173959031923,43.03743305167705,1,1,0,0,productivity,loud,65,103,0,sunny,0,0.0
user_2,2023-01-14 12:03:08,12,Saturday,school,studying,exercise,15.393401847482224,189.60016748163204,5,1,3,6,messaging,quiet,26,419,1,sunny,0,0.0
user_2,2023-01-16 10:44:39,10,Monday,gym,social,social,0.0,101.24562676633715,2,5,10,9,messaging,moderate,96,117,0,sunny,0,0.0
user_2,2023-01-16 13:20:27,13,Monday,cafe,studying,social,51.45184115101049,153.72517171738866,2,3,2,18,entertainment,quiet,35,291,0,cloudy,0,0.0
user_2,2023-01-16 19:56:03,19,Monday,library,break,social,0.0,61.46947913748268,2,3,9,12,games,loud,61,209,0,cloudy,1,14.18016477004609
user_2,2023-01-17 09:37:57,9,Tuesday,home,exercise,exercise,0.0,2.795011697305239,2,1,9,8,entertainment,loud,50,28,0,cloudy,0,0.0
user_2,2023-01-19 02:14:59,2,Thursday,home,social,exercise,0.0,219.08617329821314,1,1,5,18,social_media,quiet,39,430,0,snowy,1,0.8447722386494068
user_2,2023-01-19 12:33:16,12,Thursday,home,social,studying,0.0,238.98762857427602,2,2,10,1,social_media,quiet,90,528,0,sunny,0,0.0
user_2,2023-01-21 12:26:42,12,Saturday,school,studying,exercise,48.947084533059886,65.14514595072085,1,1,10,17,games,quiet,84,48,1,sunny,0,0.0
user_2,2023-01-22 16:23:41,16,Sunday,home,entertainment,studying,0.0,24.468999521741477,1,5,6,18,games,loud,55,317,1,cloudy,1,3.4438324224125
user_2,2023-01-22 20:20:46,20,Sunday,home,studying,working,87.77164538080577,69.74177661450963,2,3,3,0,messaging,quiet,7,54,1,cloudy,0,0.0
user_2,2023-01-23 08:40:15,8,Monday,park,working,studying,6.812972859012547,463.1967826840442,2,5,7,0,games,moderate,56,442,0,rainy,1,10.563360922899914
user_2,2023-01-24 04:42:48,4,Tuesday,school,working,break,55.1934920368373,153.73137757164383,3,4,3,4,messaging,moderate,53,468,0,sunny,0,0.0
user_2,2023-01-25 11:26:32,11,Wednesday,school,working,studying,52.50358384900805,3.226864226918026,5,3,3,17,productivity,quiet,1,522,0,sunny,1,4.504893782209178
user_2,2023-01-26 05:33:16,5,Thursday,home,break,studying,0.0,54.07267493407966,5,4,2,19,news,quiet,85,363,0,cloudy,1,2.264317471845313
user_2,2023-01-27 01:45:28,1,Friday,cafe,working,exercise,77.39480880456826,61.81017043897692,1,3,3,12,social_media,moderate,97,74,0,cloudy,0,0.0
user_2,2023-01-28 06:32:46,6,Saturday,cafe,break,social,0.0,126.46663607832323,2,4,6,20,social_media,quiet,85,26,1,cloudy,0,0.0
user_2,2023-01-29 11:41:59,11,Sunday,park,exercise,break,0.0,102.19930965146997,1,2,4,13,entertainment,moderate,63,129,1,sunny,0,0.0
user_2,2023-01-29 18:19:55,18,Sunday,home,social,studying,0.0,217.73877614095755,3,4,0,6,entertainment,moderate,98,309,1,sunny,0,0.0
user_2,2023-01-29 21:21:21,21,Sunday,school,break,exercise,0.0,93.14244754943877,3,3,3,10,news,moderate,80,506,1,sunny,0,0.0
user_2,2023-01-30 03:22:03,3,Monday,school,working,social,81.14249866712618,63.88545821316235,5,3,7,9,news,quiet,24,38,0,sunny,0,0.0
user_3,2023-01-03 02:09:13,2,Tuesday,gym,break,working,0.0,25.67218397211119,2,3,6,17,games,quiet,94,371,0,cloudy,1,27.921409099486183
user_3,2023-01-03 03:53:53,3,Tuesday,home,social,studying,0.0,259.537063154292,3,2,6,11,messaging,moderate,38,526,0,sunny,1,24.442847619185002
user_3,2023-01-05 23:09:48,23,Thursday,school,break,social,0.0,31.82587715590194,3,2,1,12,social_media,loud,12,273,0,cloudy,1,41.969877641889944
user_3,2023-01-06 08:54:31,8,Friday,library,entertainment,working,0.0,78.42072366320214,4,1,9,6,games,quiet,83,388,0,sunny,1,19.766745285584385
user_3,2023-01-07 11:44:56,11,Saturday,home,working,studying,59.30630225226437,58.20464729463814,4,4,10,4,productivity,quiet,60,379,1,sunny,1,8.108471610500846
user_3,2023-01-08 03:07:16,3,Sunday,cafe,exercise,working,0.0,8.063305738400864,4,5,5,20,news,loud,73,106,1,cloudy,1,2.913386550350509
user_3,2023-01-09 02:26:23,2,Monday,home,studying,social,64.68429465073041,29.25115665012002,1,3,3,16,games,loud,60,489,0,cloudy,1,10.861765543468355
user_3,2023-01-09 07:25:12,7,Monday,school,entertainment,exercise,0.0,92.39675811490045,1,4,4,1,messaging,quiet,10,322,0,sunny,0,0.0
user_3,2023-01-09 23:23:55,23,Monday,home,working,studying,73.1708854534566,10.920587610282096,4,3,4,15,productivity,loud,89,453,0,rainy,1,49.10076130175879
user_3,2023-01-10 04:23:12,4,Tuesday,home,exercise,entertainment,0.0,107.69856919056897,2,3,7,7,productivity,moderate,97,39,0,sunny,0,0.0
user_3,2023-01-11 22:37:19,22,Wednesday,school,studying,exercise,100.20409077532699,20.54310080262386,1,5,10,12,messaging,loud,88,169,0,sunny,1,1.6779591547953747
user_3,2023-01-13 06:25:20,6,Friday,school,studying,exercise,56.657638393662914,48.97763790111703,2,4,1,13,news,loud,76,523,0,sunny,0,0.0
user_3,2023-01-14 19:05:02,19,Saturday,home,studying,break,62.934273728666454,56.72638729610512,5,3,5,18,social_media,moderate,29,454,1,sunny,1,11.689290286048342
user_3,2023-01-16 23:25:46,23,Monday,gym,working,break,70.37279295227134,353.17197038404953,1,4,5,16,games,moderate,9,21,0,cloudy,1,14.549942857122522
user_3,2023-01-18 22:07:39,22,Wednesday,home,exercise,entertainment,0.0,108.28531413056098,4,5,10,0,news,moderate,5,78,0,cloudy,1,25.62111986386118
user_3,2023-01-19 01:27:53,1,Thursday,home,studying,studying,47.50586553675793,72.04344581094514,5,5,10,19,productivity,loud,31,129,0,sunny,1,22.23037291980597
user_3,2023-01-19 02:38:38,2,Thursday,home,studying,exercise,57.708193993840624,122.10780212761233,3,1,4,2,games,quiet,0,569,0,sunny,0,0.0
user_3,2023-01-19 10:37:25,10,Thursday,cafe,studying,studying,72.66535004607152,239.72856705921524,3,4,8,16,social_media,moderate,92,308,0,sunny,1,2.502476862531047
user_3,2023-01-19 13:09:35,13,Thursday,school,break,studying,0.0,304.3659962177117,3,4,8,13,news,quiet,70,272,0,sunny,0,0.0
user_3,2023-01-20 04:49:47,4,Friday,school,studying,break,77.8147616754978,68.13975040148115,5,1,7,20,social_media,quiet,17,319,0,cloudy,1,7.551422882327216
user_3,2023-01-20 05:36:33,5,Friday,gym,social,break,0.0,4.851001967724379,3,1,0,11,social_media,loud,45,462,0,cloudy,1,10.363889343135112
user_3,2023-01-23 01:15:50,1,Monday,school,social,break,0.0,11.036270052486087,5,1,3,6,productivity,quiet,65,165,0,cloudy,0,0.0
user_3,2023-01-24 09:20:36,9,Tuesday,school,break,social,0.0,363.26668936124213,5,3,10,5,productivity,quiet,8,72,0,cloudy,0,0.0
user_3,2023-01-25 16:59:53,16,Wednesday,home,break,social,0.0,113.68980870909208,3,4,3,5,productivity,moderate,57,21,0,cloudy,0,0.0
user_3,2023-01-26 04:03:26,4,Thursday,school,break,break,0.0,107.95523611139947,4,5,8,12,productivity,moderate,18,566,0,cloudy,1,9.528342694751112
user_3,2023-01-26 11:49:35,11,Thursday,library,exercise,working,0.0,127.10265203505452,5,1,10,2,messaging,quiet,27,34,0,sunny,0,0.0
user_3,2023-01-28 13:45:47,13,Saturday,home,working,studying,25.644127524767356,64.52348269455211,4,5,3,11,entertainment,quiet,19,151,1,snowy,0,0.0
user_3,2023-01-28 23:13:50,23,Saturday,school,break,break,0.0,248.02876095213202,2,4,5,6,productivity,moderate,41,370,1,sunny,0,0.0
user_3,2023-01-28 23:29:09,23,Saturday,home,working,working,68.03251010982947,287.6703847547094,2,4,1,4,productivity,moderate,68,552,1,cloudy,0,0.0
user_3,2023-01-29 19:51:46,19,Sunday,home,exercise,working,0.0,126.70884189096428,1,1,1,2,social_media,moderate,100,260,1,sunny,0,0.0
user_3,2023-01-29 20:15:18,20,Sunday,home,social,studying,0.0,258.1998440436856,2,5,9,11,news,quiet,93,360,1,sunny,0,0.0
user_3,2023-01-30 05:13:08,5,Monday,school,studying,break,46.28779437836384,57.2402163983583,3,5,4,11,social_media,quiet,36,304,0,sunny,1,27.88488736014225
user_4,2023-01-01 03:21:55,3,Sunday,gym,studying,break,77.40135461377508,347.21188648563276,2,2,1,16,games,loud,25,302,1,sunny,1,12.680836381035087
user_4,2023-01-01 09:38:27,9,Sunday,home,exercise,break,0.0,210.4239371830538,5,1,9,1,social_media,moderate,63,574,1,rainy,1,56.69794668843343
user_4,2023-01-01 21:59:01,21,Sunday,school,exercise,social,0.0,126.15420538542635,4,3,5,1,news,quiet,81,396,1,sunny,0,0.0
user_4,2023-01-02 16:41:10,16,Monday,library,working,social,69.91363775945209,47.09150291318254,4,2,6,14,games,moderate,20,472,0,sunny,1,13.613141915433225
user_4,2023-01-02 23:15:02,23,Monday,school,working,studying,46.236993096445524,57.32284137358799,2,2,5,20,messaging,moderate,92,153,0,cloudy,0,0.0
user_4,2023-01-03 12:21:25,12,Tuesday,home,studying,break,105.04871610688618,95.66482203696515,2,4,10,10,entertainment,moderate,20,406,0,sunny,1,8.454487565133107
user_4,2023-01-03 20:12:26,20,Tuesday,cafe,studying,entertainment,56.2220662443105,12.832855367032423,5,4,4,19,entertainment,loud,26,155,0,sunny,1,11.620607072073906
user_4,2023-01-05 02:08:19,2,Thursday,home,break,social,0.0,88.69816969490363,4,2,6,12,social_media,loud,30,582,0,rainy,1,5.249284358722971
user_4,2023-01-05 13:31:14,13,Thursday,library,studying,exercise,71.06146552880959,95.88134999923334,5,2,10,12,entertainment,moderate,21,117,0,rainy,1,10.859514438453498
user_4,2023-01-06 07:54:54,7,Friday,school,social,break,0.0,176.33226783241636,1,2,10,4,productivity,quiet,67,49,0,rainy,0,0.0
user_4,2023-01-11 20:30:41,20,Wednesday,library,exercise,break,0.0,72.1267365555342,2,5,0,2,social_media,quiet,97,431,0,cloudy,0,0.0
user_4,2023-01-13 05:05:46,5,Friday,home,studying,studying,58.2343590329749,528.6159796057592,3,5,1,2,messaging,quiet,41,373,0,sunny,0,0.0
user_4,2023-01-14 13:07:19,13,Saturday,school,social,studying,0.0,49.35875169994345,5,4,7,4,entertainment,loud,96,72,1,cloudy,0,0.0
user_4,2023-01-14 16:01:27,16,Saturday,home,studying,working,111.59418675308638,132.8950986537193,4,3,4,7,entertainment,moderate,71,561,1,rainy,0,0.0
user_4,2023-01-14 23:17:48,23,Saturday,school,studying,working,73.89995801553749,157.40946290313735,4,4,9,3,games,moderate,68,476,1,snowy,1,17.56798137702387
user_4,2023-01-14 23:34:12,23,Saturday,home,break,studying,0.0,42.94732960900889,4,3,6,18,social_media,loud,4,247,1,sunny,1,11.64653398198684
user_4,2023-01-16 00:17:56,0,Monday,cafe,break,break,0.0,112.52820699644192,4,4,1,13,productivity,moderate,35,480,0,rainy,1,3.8690784371259963
user_4,2023-01-16 13:07:56,13,Monday,home,working,working,98.9308567502953,60.69689173279189,2,4,1,5,social_media,moderate,34,405,0,sunny,1,10.306387693811843
user_4,2023-01-16 19:47:03,19,Monday,gym,exercise,studying,0.0,57.48499424005166,2,3,6,19,social_media,quiet,13,72,0,rainy,1,5.8408053419285775
user_4,2023-01-17 01:16:20,1,Tuesday,home,studying,studying,55.497069452999575,237.67278520037414,4,1,5,13,games,loud,51,482,0,cloudy,1,7.628997235043517
user_4,2023-01-18 14:58:08,14,Wednesday,home,working,studying,63.951578441028154,10.001279378355024,4,4,3,17,productivity,moderate,92,446,0,sunny,1,15.35923806596239
user_4,2023-01-19 03:17:33,3,Thursday,home,break,break,0.0,25.550882228428435,1,2,10,17,messaging,quiet,30,55,0,cloudy,0,0.0
user_4,2023-01-19 05:27:13,5,Thursday,home,working,studying,66.04899428720248,7.717975655943251,4,4,6,7,news,quiet,16,100,0,sunny,0,0.0
user_4,2023-01-20 13:22:35,13,Friday,school,working,break,47.44143026492101,188.48009555335125,5,3,6,13,entertainment,loud,70,597,0,cloudy,1,49.789675415535925
user_4,2023-01-20 19:52:16,19,Friday,home,studying,working,62.176912604182405,29.079450729227254,5,2,1,12,games,quiet,84,337,0,cloudy,1,1.0019829843931698
user_4,2023-01-21 03:03:13,3,Saturday,home,working,studying,37.62737143602385,12.38787793039486,2,4,1,19,messaging,moderate,81,226,1,rainy,0,0.0
user_4,2023-01-21 22:06:50,22,Saturday,home,working,working,65.82899846423612,343.40951509849833,2,4,0,9,news,loud,57,231,1,sunny,0,0.0
user_4,2023-01-22 22:43:40,22,Sunday,school,break,break,0.0,264.2103672739212,5,3,4,11,messaging,moderate,64,86,1,sunny,0,0.0
user_4,2023-01-23 04:22:25,4,Monday,school,studying,studying,45.38636072392439,13.361075701119598,1,5,3,20,messaging,moderate,57,365,0,rainy,1,60.0
user_4,2023-01-23 06:33:21,6,Monday,gym,exercise,social,0.0,129.56404920402153,2,4,0,7,messaging,quiet,24,328,0,sunny,0,0.0
user_4,2023-01-24 17:08:11,17,Tuesday,home,studying,studying,59.45683133191848,271.38998993012024,2,5,3,11,games,quiet,90,487,0,sunny,1,1.8148407683568553
user_4,2023-01-27 00:02:13,0,Friday,school,exercise,break,0.0,14.093046150054866,2,1,8,7,entertainment,quiet,58,123,0,sunny,0,0.0
user_4,2023-01-28 16:48:13,16,Saturday,home,studying,studying,71.48616881676968,261.5643697320662,5,3,9,6,entertainment,quiet,11,232,1,sunny,1,11.779482419784378
user_4,2023-01-29 02:28:01,2,Sunday,school,studying,entertainment,39.22396343994888,94.50204290306455,3,1,5,12,games,moderate,81,540,1,cloudy,1,17.34193756324416
user_4,2023-01-29 19:00:31,19,Sunday,home,entertainment,working,0.0,107.09358054840388,3,3,6,6,entertainment,moderate,24,127,1,cloudy,0,0.0
user_4,2023-01-29 21:00:38,21,Sunday,school,studying,break,70.05800809828271,39.07134598845313,3,2,1,10,social_media,moderate,88,9,1,rainy,0,0.0
user_4,2023-01-30 09:41:16,9,Monday,library,social,break,0.0,96.95332022354118,2,2,9,11,productivity,quiet,80,13,0,cloudy,0,0.0
user_5,2023-01-02 04:56:35,4,Monday,library,entertainment,studying,0.0,19.14316610722594,1,1,1,19,entertainment,moderate,91,302,0,sunny,0,0.0
user_5,2023-01-04 06:20:17,6,Wednesday,gym,exercise,break,0.0,23.55864821470472,4,3,6,8,social_media,moderate,89,399,0,sunny,1,3.402311451717686
user_5,2023-01-04 11:01:11,11,Wednesday,school,entertainment,studying,0.0,38.271144771604206,1,3,2,20,messaging,quiet,18,425,0,rainy,0,0.0
user_5,2023-01-05 19:49:38,19,Thursday,cafe,studying,working,63.12756245836555,119.69054364890468,2,3,0,3,news,moderate,69,181,0,sunny,0,0.0
user_5,2023-01-06 03:03:51,3,Friday,home,studying,working,66.63943467906965,8.574108901023873,4,2,5,6,entertainment,moderate,34,219,0,snowy,0,0.0
user_5,2023-01-06 15:04:35,15,Friday,library,entertainment,working,0.0,20.406631394900316,4,3,3,17,productivity,loud,56,532,0,sunny,1,11.402794215933149
user_5,2023-01-07 06:43:21,6,Saturday,school,working,exercise,83.19582490578611,185.9779463274463,1,5,9,20,productivity,moderate,81,580,1,cloudy,1,15.927318897450474
user_5,2023-01-07 08:13:13,8,Saturday,home,break,working,0.0,24.256210547146395,1,2,4,3,social_media,loud,70,597,1,snowy,1,12.356452276751918
user_5,2023-01-08 05:32:51,5,Sunday,school,studying,exercise,52.46171549172208,95.5116309388045,2,2,0,9,productivity,moderate,84,516,1,cloudy,0,0.0
user_5,2023-01-09 14:59:42,14,Monday,park,social,break,0.0,166.01199703436913,4,4,10,9,productivity,loud,98,242,0,sunny,1,23.146201602168553
user_5,2023-01-11 09:06:56,9,Wednesday,home,studying,studying,66.46158546232058,254.01420612958012,4,3,8,7,entertainment,moderate,57,25,0,cloudy,0,0.0
user_5,2023-01-11 19:08:03,19,Wednesday,school,break,studying,0.0,82.65380868586705,4,1,10,17,messaging,loud,42,306,0,cloudy,1,3.2650522357840295
user_5,2023-01-12 21:10:30,21,Thursday,home,studying,working,54.95292995747425,191.88752633412795,2,2,3,5,social_media,moderate,11,385,0,cloudy,1,5.713673171935655
user_5,2023-01-12 23:01:56,23,Thursday,cafe,exercise,studying,0.0,24.433980032108607,5,4,10,4,games,quiet,3,365,0,sunny,1,1.3073103800048602
user_5,2023-01-13 12:40:24,12,Friday,cafe,social,break,0.0,132.28552459616267,5,2,3,5,social_media,moderate,94,570,0,snowy,1,2.655236167240266
user_5,2023-01-13 14:57:48,14,Friday,home,break,break,0.0,57.176145541794895,3,5,8,19,social_media,loud,49,210,0,sunny,1,21.38066864636284
user_5,2023-01-14 09:34:15,9,Saturday,gym,exercise,break,0.0,211.40531943209086,4,2,4,0,social_media,quiet,84,545,1,sunny,0,0.0
user_5,2023-01-14 11:11:30,11,Saturday,home,working,social,75.91406283399485,222.74602591895766,3,3,0,19,social_media,moderate,15,65,1,cloudy,1,5.673285880849039
user_5,2023-01-15 08:17:24,8,Sunday,home,break,studying,0.0,39.29989672544968,3,4,9,14,entertainment,quiet,37,142,1,rainy,0,0.0
user_5,2023-01-15 09:21:34,9,Sunday,home,studying,working,72.37327874961298,31.795166518118208,1,3,1,18,games,moderate,96,250,1,rainy,0,0.0
user_5,2023-01-15 23:42:09,23,Sunday,home,studying,working,16.546609079719275,451.63405924228067,3,4,0,7,games,moderate,87,269,1,rainy,1,37.529550467458165
user_5,2023-01-16 04:39:03,4,Monday,home,exercise,studying,0.0,219.50613738651552,5,1,10,18,messaging,loud,46,397,0,cloudy,1,3.697011436781914
user_5,2023-01-16 11:48:06,11,Monday,home,studying,studying,76.94843354300843,43.01809138046333,3,5,2,8,social_media,quiet,58,333,0,sunny,1,20.391468342405393
user_5,2023-01-18 02:30:52,2,Wednesday,home,exercise,exercise,0.0,541.4929640237165,5,1,2,10,social_media,quiet,63,493,0,sunny,1,29.037506157536534
user_5,2023-01-19 07:34:20,7,Thursday,school,studying,social,49.73377543353261,243.49682245634142,2,1,7,12,messaging,moderate,86,430,0,cloudy,0,0.0
user_5,2023-01-20 10:46:43,10,Friday,home,exercise,working,0.0,22.443710680483996,5,3,5,19,social_media,quiet,28,178,0,sunny,1,4.065982795749191
user_5,2023-01-20 21:47:03,21,Friday,school,studying,working,60.5544337695314,38.02344600574452,3,1,0,7,news,loud,86,261,0,sunny,0,0.0
user_5,2023-01-21 03:31:27,3,Saturday,cafe,studying,studying,55.59610745984085,26.19330605347716,3,5,3,16,games,quiet,12,48,1,sunny,1,0.11540328405600452
user_5,2023-01-21 11:48:05,11,Saturday,home,studying,studying,18.64290547128015,29.586325577544983,2,3,5,8,productivity,moderate,8,343,1,sunny,1,1.3668151517486338
